ID,性別,世代,キャンペーン反応フラグ,購入金額_201304,購入金額_201404,キャンペーン前M,キャラクター商品M,生活用品M,文具M,娯楽商品M,本類M,おにぎりM,スイーツM,パンM,ファストフードM,飲料M,お惣菜M,お弁当M,キャンペーン前R,キャラクター商品R,生活用品R,文具R,娯楽商品R,本類R,おにぎりR,スイーツR,パンR,ファストフードR,飲料R,お惣菜R,お弁当R
721,女,70代以上,0,0,0,1870,0,0,0,0,400,600,120,0,0,750,0,0,134,NA,NA,NA,NA,148,134,149,NA,NA,338,NA,NA
722,女,60代,1,0,280,5840,860,0,0,0,0,600,2880,1130,0,730,0,500,6,6,NA,NA,NA,NA,31,101,6,NA,154,NA,46
723,女,10代以下,0,130,1870,4390,350,0,0,0,400,570,0,1090,120,1220,0,600,13,30,NA,NA,NA,111,27,NA,30,116,13,NA,84
724,男,10代以下,1,0,150,4250,790,0,0,0,0,230,360,1110,120,470,0,1800,8,8,NA,NA,NA,NA,158,158,8,211,108,NA,22
725,女,50代,0,0,150,2490,0,0,0,0,1200,100,300,420,0,340,0,0,58,NA,NA,NA,NA,242,192,223,58,NA,192,NA,NA
726,男,10代以下,0,0,0,140,0,0,0,0,0,0,0,140,0,0,0,0,268,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,NA,NA
727,女,60代,0,120,500,4620,470,0,120,0,0,0,200,1710,0,1060,0,1400,15,45,NA,324,NA,NA,NA,45,15,NA,43,NA,43
728,男,30代,0,6000,360,11060,470,1120,0,6000,0,240,770,470,0,1110,700,490,71,139,208,NA,333,NA,73,71,139,NA,71,210,71
729,男,60代,0,700,200,1830,110,0,300,0,0,300,0,510,0,420,0,300,11,69,NA,356,NA,NA,317,NA,69,NA,11,NA,11
730,女,10代以下,0,120,0,2490,220,0,0,0,0,900,0,120,240,620,0,0,7,155,NA,NA,NA,NA,42,NA,155,96,7,NA,NA
731,女,10代以下,0,510,0,3970,740,0,0,0,0,360,600,710,0,850,1250,0,14,97,NA,NA,NA,NA,97,14,25,NA,25,219,NA
732,女,10代以下,0,0,0,500,120,0,0,0,0,240,0,120,0,140,0,0,84,356,NA,NA,NA,NA,84,NA,356,NA,356,NA,NA
733,男,50代,0,260,0,1320,250,0,0,0,0,100,0,120,0,600,0,500,26,26,NA,NA,NA,NA,207,NA,308,NA,26,NA,205
734,女,40代,0,0,0,1890,520,0,0,0,400,520,0,0,0,970,0,0,42,175,NA,NA,NA,87,175,NA,NA,NA,42,NA,NA
735,男,30代,0,0,570,3560,0,0,0,0,0,100,750,320,100,1790,0,500,88,NA,NA,NA,NA,NA,131,166,133,88,106,NA,166
736,男,70代以上,1,0,180,5800,940,0,0,0,1200,430,0,690,240,2110,500,270,17,21,NA,NA,NA,154,17,NA,21,83,66,160,73
737,女,10代以下,0,530,990,4400,1050,0,0,0,2700,0,0,240,460,720,0,0,11,11,NA,NA,NA,349,NA,NA,249,11,25,NA,NA
738,男,30代,0,260,0,4590,110,0,0,0,0,120,250,250,0,2640,200,1000,27,324,NA,NA,NA,NA,62,36,27,NA,27,161,50
739,女,20代,0,300,790,8630,800,0,0,0,200,890,450,950,500,4610,0,90,6,6,NA,NA,NA,277,65,167,6,16,16,NA,113
740,男,70代以上,0,490,240,490,0,0,0,0,0,0,0,140,0,350,0,0,323,NA,NA,NA,NA,NA,NA,NA,323,NA,323,NA,NA
741,男,60代,0,0,0,1800,0,0,0,0,0,600,200,140,0,460,0,400,29,NA,NA,NA,NA,NA,36,61,95,NA,29,NA,200
742,女,10代以下,1,530,130,3440,350,0,0,0,0,370,0,920,120,1480,0,300,38,38,NA,NA,NA,NA,38,NA,38,96,38,NA,327
743,女,10代以下,1,0,120,1390,380,0,0,0,500,240,0,230,120,300,0,0,51,51,NA,NA,NA,133,263,NA,51,84,51,NA,NA
744,男,70代以上,0,0,200,2560,690,0,0,0,0,250,0,560,0,810,0,0,37,151,NA,NA,NA,NA,151,NA,211,NA,195,NA,NA
746,女,60代,0,0,340,2350,120,0,0,0,0,0,500,940,120,790,0,0,15,340,NA,NA,NA,NA,NA,42,42,340,15,NA,NA
747,男,60代,1,100,0,3450,130,0,0,0,0,340,120,550,120,1860,0,300,23,188,NA,NA,NA,NA,73,73,95,95,23,NA,221
748,女,30代,0,0,0,1720,0,0,0,0,0,0,600,0,100,420,0,600,33,NA,NA,NA,NA,NA,NA,207,NA,33,41,NA,41
749,女,30代,0,120,790,1980,210,0,0,0,0,100,350,110,0,1290,0,0,37,145,NA,NA,NA,NA,145,166,335,NA,37,NA,NA
750,女,30代,0,330,0,3510,260,0,0,0,1200,250,0,410,420,1100,0,0,30,156,NA,NA,NA,184,30,NA,145,147,145,NA,NA
751,男,40代,1,0,0,2450,110,0,0,0,0,0,0,230,0,330,0,1890,11,11,NA,NA,NA,NA,NA,NA,11,NA,11,NA,165
752,男,20代,0,0,0,1740,240,0,0,0,300,490,0,230,100,620,0,0,10,10,NA,NA,NA,148,12,NA,10,289,154,NA,NA
753,男,10代以下,0,690,0,1970,220,0,0,0,0,100,0,320,0,1060,0,490,34,46,NA,NA,NA,NA,46,NA,231,NA,34,NA,34
754,女,40代,0,400,120,2670,120,0,1800,0,0,0,0,120,0,400,250,0,132,132,NA,340,NA,NA,NA,NA,132,NA,333,133,NA
755,男,70代以上,0,0,0,840,0,0,0,0,300,420,0,0,0,120,0,0,109,NA,NA,NA,NA,109,202,NA,NA,NA,165,NA,NA
756,女,30代,1,0,320,440,0,0,0,0,0,120,0,0,100,220,0,0,68,NA,NA,NA,NA,NA,101,NA,NA,68,101,NA,NA
757,男,20代,0,0,490,6200,620,900,0,0,0,450,0,240,0,920,0,3690,10,25,47,NA,NA,NA,10,NA,29,NA,25,NA,47
758,男,60代,0,0,0,1050,0,0,0,0,0,0,0,0,0,0,1050,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA
759,女,60代,0,430,0,1940,350,0,0,0,0,120,0,490,0,940,0,0,69,166,NA,NA,NA,NA,69,NA,166,NA,172,NA,NA
760,男,60代,0,1100,0,1500,0,0,0,0,0,0,0,0,0,1000,0,500,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,330
761,女,20代,1,360,270,5670,1550,0,0,0,0,740,120,1550,240,2270,0,500,19,19,NA,NA,NA,NA,139,130,19,110,93,NA,150
762,男,30代,0,260,0,2810,240,0,0,0,0,120,300,720,0,780,0,500,2,2,NA,NA,NA,NA,14,279,2,NA,4,NA,76
763,男,60代,0,0,0,21360,260,0,0,21000,0,260,0,0,0,100,0,0,160,217,NA,NA,160,NA,217,NA,NA,NA,217,NA,NA
764,女,70代以上,0,0,130,1570,0,0,0,0,800,120,0,200,0,450,0,0,23,NA,NA,NA,NA,23,28,NA,70,NA,28,NA,NA
765,女,10代以下,0,0,0,2650,250,0,0,0,200,490,130,320,0,1190,0,90,62,103,NA,NA,NA,223,103,184,107,NA,62,NA,62
766,男,30代,0,0,1160,2960,390,200,120,0,0,790,0,200,220,1190,0,0,42,42,102,348,NA,NA,42,NA,347,140,42,NA,NA
767,女,70代以上,0,0,700,3610,0,0,0,0,0,0,150,0,0,3300,0,0,34,NA,NA,NA,NA,NA,NA,229,NA,NA,34,NA,NA
768,男,70代以上,0,0,0,2610,340,0,0,0,0,320,450,240,0,1080,0,0,22,24,NA,NA,NA,NA,22,78,24,NA,24,NA,NA
769,男,70代以上,0,0,1000,6070,1460,0,0,0,0,370,0,1920,200,2110,0,1470,1,1,NA,NA,NA,NA,1,NA,40,1,1,NA,32
770,男,40代,0,0,0,4440,360,0,0,0,0,360,500,320,840,1500,0,600,30,30,NA,NA,NA,NA,134,90,30,62,78,NA,298
771,女,50代,1,130,1630,5580,470,0,0,0,0,730,260,880,0,2410,0,1300,2,2,NA,NA,NA,NA,182,214,2,NA,2,NA,23
772,男,30代,1,200,600,5160,240,200,0,0,0,120,0,1100,300,2980,0,300,3,145,145,NA,NA,NA,304,NA,42,3,42,NA,128
773,男,30代,0,710,1320,2490,220,0,0,0,1300,0,0,220,120,850,0,0,58,77,NA,NA,NA,111,NA,NA,77,58,77,NA,NA
774,男,40代,1,1020,300,7100,880,0,0,0,0,570,570,1880,340,2480,0,990,11,39,NA,NA,NA,NA,25,11,12,39,12,NA,167
775,男,50代,1,110,330,4450,1070,0,0,0,0,600,0,1070,100,1680,0,1000,11,11,NA,NA,NA,NA,11,NA,29,122,141,NA,219
776,男,60代,0,0,0,1350,360,150,0,0,180,230,0,110,120,560,0,0,2,3,364,NA,NA,2,136,NA,3,69,45,NA,NA
777,男,50代,1,120,0,4050,230,0,0,0,180,100,200,570,220,1930,0,300,10,10,NA,NA,NA,360,283,10,10,75,10,NA,189
778,女,30代,0,0,680,1460,260,0,0,0,0,600,540,140,0,180,0,0,87,253,NA,NA,NA,NA,158,158,87,NA,87,NA,NA
779,男,20代,1,740,0,1910,380,0,0,0,200,130,0,790,0,650,0,0,9,9,NA,NA,NA,291,63,NA,9,NA,59,NA,NA
780,男,60代,0,100,350,3420,1170,0,0,0,0,510,0,950,0,1670,0,0,4,19,NA,NA,NA,NA,4,NA,4,NA,4,NA,NA
781,女,10代以下,0,150,320,1990,380,0,0,0,0,0,200,450,220,520,0,600,12,31,NA,NA,NA,NA,NA,109,31,48,12,NA,12
782,男,60代,0,0,280,6170,680,0,0,0,0,890,440,970,740,1820,500,300,7,102,NA,NA,NA,NA,7,25,122,102,16,268,139
783,男,20代,0,0,230,420,110,0,0,0,0,0,0,110,0,180,0,0,30,30,NA,NA,NA,NA,NA,NA,30,NA,346,NA,NA
784,女,60代,0,1670,150,4470,420,0,0,0,0,220,500,120,300,2220,180,770,69,207,NA,NA,NA,NA,73,128,295,69,128,165,143
785,女,50代,1,120,120,7410,840,200,0,0,400,320,500,2300,600,1710,360,900,7,142,28,NA,NA,257,110,163,7,86,103,85,170
786,男,40代,0,0,0,300,300,0,0,0,0,300,0,0,0,0,0,0,26,26,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA
787,女,30代,1,120,1450,5040,100,0,0,0,0,630,200,740,500,2670,0,300,35,278,NA,NA,NA,NA,114,188,252,119,35,NA,354
788,男,50代,0,0,120,1770,390,0,0,0,0,390,540,840,0,0,0,0,37,276,NA,NA,NA,NA,276,152,37,NA,NA,NA,NA
789,男,30代,0,200,400,3120,380,0,0,0,0,200,960,520,200,950,0,0,67,73,NA,NA,NA,NA,323,114,73,67,73,NA,NA
790,男,40代,0,0,0,1470,600,0,0,0,0,0,0,840,0,510,0,0,53,53,NA,NA,NA,NA,NA,NA,53,NA,53,NA,NA
791,女,40代,0,560,200,1390,250,0,0,0,200,230,130,140,220,380,0,90,79,79,NA,NA,NA,317,79,248,317,102,79,NA,135
793,女,30代,1,0,920,6770,360,0,0,0,0,450,1220,0,1140,1500,0,1900,5,303,NA,NA,NA,NA,88,64,NA,48,5,NA,197
794,男,70代以上,0,1990,130,8780,790,0,0,0,900,850,0,1250,440,1840,1250,1990,4,8,NA,NA,NA,73,22,NA,8,98,4,25,4
795,男,60代,0,0,100,490,0,0,0,0,0,0,0,0,0,490,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA
796,男,20代,1,0,780,4960,510,0,110,3000,0,250,0,230,100,1270,0,0,7,16,NA,7,173,NA,16,NA,16,11,7,NA,NA
797,女,30代,0,0,100,2390,260,0,300,0,0,260,450,0,100,1060,0,90,95,257,NA,338,NA,NA,257,221,NA,292,95,NA,95
798,男,70代以上,0,200,100,3080,390,0,0,0,0,610,600,0,0,1230,0,500,1,44,NA,NA,NA,NA,27,133,NA,NA,27,NA,211
799,女,60代,0,260,620,5470,740,0,0,0,0,820,260,1000,120,2310,430,400,8,27,NA,NA,NA,NA,27,315,50,110,8,120,251
800,女,70代以上,0,230,1705,4740,230,0,0,0,0,240,0,750,0,3500,250,0,12,183,NA,NA,NA,NA,183,NA,12,NA,12,121,NA
801,男,20代,1,0,0,3150,360,0,0,0,0,350,750,350,0,1200,0,500,41,41,NA,NA,NA,NA,221,41,41,NA,41,NA,341
802,男,50代,0,0,0,1590,240,0,0,0,0,0,240,840,0,510,0,0,30,58,NA,NA,NA,NA,NA,63,30,NA,59,NA,NA
803,男,60代,0,0,370,680,580,0,0,0,0,130,0,450,0,100,0,0,4,4,NA,NA,NA,NA,22,NA,4,NA,299,NA,NA
804,女,70代以上,0,0,1200,1550,0,0,0,0,0,410,0,0,0,1140,0,0,30,NA,NA,NA,NA,NA,30,NA,NA,NA,89,NA,NA
805,女,70代以上,1,200,2040,4560,540,0,0,0,200,220,120,1100,100,1890,200,0,8,8,NA,NA,NA,332,104,222,8,91,8,106,NA
806,男,50代,0,0,260,1150,300,0,0,0,0,650,0,120,0,380,0,0,79,138,NA,NA,NA,NA,79,NA,138,NA,79,NA,NA
807,男,60代,1,240,0,4215,240,0,315,0,0,700,1200,520,100,1380,0,0,3,3,NA,169,NA,NA,112,139,3,133,3,NA,NA
808,女,70代以上,1,0,120,3590,410,0,0,0,500,350,380,450,100,910,0,900,40,40,NA,NA,NA,99,124,149,40,145,100,NA,110
809,男,60代,0,540,110,2210,220,0,0,0,500,200,0,720,120,550,0,0,8,291,NA,NA,NA,8,291,NA,215,295,240,NA,NA
810,男,10代以下,0,110,0,1290,220,0,0,0,0,220,0,620,0,450,0,0,61,224,NA,NA,NA,NA,61,NA,124,NA,130,NA,NA
811,男,10代以下,0,0,0,1280,360,0,100,0,0,0,240,360,0,450,0,0,20,20,NA,191,NA,NA,NA,191,20,NA,50,NA,NA
812,女,30代,0,0,250,2850,450,0,0,0,0,120,0,140,1400,790,0,400,81,85,NA,NA,NA,NA,350,NA,143,81,85,NA,85
813,女,50代,0,0,0,540,0,0,0,0,0,120,0,0,0,200,0,90,291,NA,NA,NA,NA,NA,291,NA,NA,NA,361,NA,291
814,男,10代以下,0,0,130,130,0,0,0,0,0,0,0,0,0,0,0,0,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
815,男,50代,0,860,220,7630,380,0,0,0,0,0,970,620,200,2650,0,2900,17,124,NA,NA,NA,NA,NA,31,124,352,17,NA,51
816,女,70代以上,0,0,500,5390,120,0,0,0,0,320,360,1840,340,2080,0,0,35,244,NA,NA,NA,NA,43,289,70,129,35,NA,NA
817,女,70代以上,0,0,200,1610,260,0,0,0,0,0,240,860,120,390,0,0,13,13,NA,NA,NA,NA,NA,83,13,296,13,NA,NA
818,女,10代以下,0,240,330,1910,260,0,0,0,600,260,300,140,100,510,0,0,24,24,NA,NA,NA,108,24,178,330,326,32,NA,NA
819,男,20代,0,0,0,660,240,0,0,0,0,0,0,240,0,120,0,300,45,45,NA,NA,NA,NA,NA,NA,45,NA,199,NA,136
820,女,30代,0,980,150,5490,1530,0,300,0,0,590,600,1740,0,2080,180,0,12,12,NA,33,NA,NA,12,36,84,NA,12,186,NA
821,女,70代以上,0,0,0,2570,0,0,0,0,2000,0,0,0,120,360,0,90,7,NA,NA,NA,NA,300,NA,NA,NA,7,65,NA,159
822,女,60代,0,180,130,8730,730,200,0,0,0,700,2350,480,580,3720,0,300,2,29,150,NA,NA,NA,53,150,29,75,2,NA,141
823,女,10代以下,0,1410,690,7230,990,0,0,0,400,1800,1600,510,600,1530,0,500,3,3,NA,NA,NA,314,122,3,314,3,44,NA,314
824,男,10代以下,1,160,0,3880,700,0,0,0,0,590,750,470,100,1250,0,400,114,117,NA,NA,NA,NA,114,155,117,353,117,NA,178
825,女,50代,0,800,120,2070,150,0,0,0,800,200,0,0,0,680,0,390,20,28,NA,NA,NA,305,20,NA,NA,NA,28,NA,235
826,男,10代以下,0,0,0,380,130,0,0,0,0,130,0,0,0,120,0,0,154,235,NA,NA,NA,NA,235,NA,NA,NA,235,NA,NA
827,女,60代,0,0,140,3010,240,0,50,0,0,0,400,360,700,1120,250,0,41,144,NA,355,NA,NA,NA,41,109,242,109,219,NA
828,男,30代,0,600,0,4670,950,0,0,0,0,780,370,850,300,1980,0,0,2,2,NA,NA,NA,NA,2,73,120,73,60,NA,NA
829,男,60代,0,110,270,3970,690,0,0,0,0,580,120,1390,100,1380,0,400,39,39,NA,NA,NA,NA,49,278,39,83,59,NA,258
830,女,10代以下,0,0,0,4080,130,0,0,0,0,0,250,130,0,100,0,3600,49,58,NA,NA,NA,NA,NA,230,58,NA,49,NA,211
831,女,10代以下,0,0,1210,5080,820,200,0,0,0,480,840,840,540,710,740,300,12,12,80,NA,NA,NA,12,64,79,57,12,79,41
832,女,10代以下,0,0,0,2400,220,0,0,0,0,220,0,360,0,1690,0,0,21,28,NA,NA,NA,NA,95,NA,28,NA,21,NA,NA
833,男,50代,0,230,0,1260,130,0,0,0,0,120,0,130,0,1010,0,0,28,28,NA,NA,NA,NA,322,NA,28,NA,28,NA,NA
834,女,40代,0,100,0,540,120,0,0,0,0,0,0,120,200,220,0,0,93,93,NA,NA,NA,NA,NA,NA,93,134,138,NA,NA
835,男,30代,1,410,600,3680,250,0,0,0,0,360,0,0,220,1460,200,1000,50,93,NA,NA,NA,NA,118,NA,NA,93,63,120,192
836,男,70代以上,0,0,0,5050,1150,0,50,0,780,550,0,1290,460,420,0,1500,6,144,NA,116,NA,69,6,NA,115,66,116,NA,40
837,女,10代以下,0,500,0,1430,560,0,0,0,500,0,250,440,120,120,0,0,55,55,NA,NA,NA,322,NA,106,59,55,137,NA,NA
838,男,30代,0,0,390,2110,110,0,0,0,400,0,180,230,0,1000,0,300,40,181,NA,NA,NA,93,NA,88,49,NA,40,NA,40
839,女,20代,0,0,0,3520,580,1000,0,0,0,330,0,350,0,1720,0,0,12,13,102,NA,NA,NA,13,NA,13,NA,12,NA,NA
840,男,70代以上,0,180,230,3310,110,0,0,0,800,110,180,110,0,1610,0,500,7,26,NA,NA,NA,7,230,327,26,NA,26,NA,337
841,男,60代,0,0,0,7130,150,0,0,3000,0,230,0,1400,800,1610,0,90,9,9,NA,NA,268,NA,145,NA,268,133,9,NA,22
842,女,10代以下,1,200,400,3870,780,0,0,0,0,470,700,1090,0,1490,0,0,26,26,NA,NA,NA,NA,49,77,26,NA,49,NA,NA
843,女,10代以下,0,0,260,1680,360,0,110,0,0,0,130,360,0,520,0,400,27,285,NA,27,NA,NA,NA,103,285,NA,237,NA,347
844,男,70代以上,1,610,230,3110,130,0,0,0,0,0,750,390,0,1450,0,0,16,153,NA,NA,NA,NA,NA,64,153,NA,16,NA,NA
846,女,60代,1,310,230,4950,2360,0,0,0,0,500,380,450,0,2580,180,400,32,32,NA,NA,NA,NA,298,157,32,NA,207,310,344
847,男,60代,0,0,150,4750,110,0,0,0,0,200,120,930,0,2300,0,1000,9,159,NA,NA,NA,NA,226,106,18,NA,9,NA,106
848,女,30代,0,220,0,6800,0,0,0,5000,200,720,200,0,0,320,0,0,100,NA,NA,NA,189,189,205,100,NA,NA,219,NA,NA
849,女,30代,1,0,0,5170,790,0,0,0,0,860,330,240,0,3140,0,0,2,24,NA,NA,NA,NA,2,24,24,NA,2,NA,NA
850,女,30代,0,0,120,2980,360,0,0,0,400,0,0,600,360,880,0,0,35,35,NA,NA,NA,171,NA,NA,343,35,35,NA,NA
851,男,40代,0,0,0,2270,280,0,0,0,0,490,0,0,0,910,750,0,44,47,NA,NA,NA,NA,50,NA,NA,NA,44,113,NA
852,男,20代,0,0,730,3780,930,0,0,0,0,220,0,240,460,1060,0,1800,5,5,NA,NA,NA,NA,223,NA,5,143,119,NA,153
853,男,10代以下,0,100,220,2090,110,0,0,0,680,600,0,450,0,360,0,0,3,3,NA,NA,NA,52,129,NA,3,NA,3,NA,NA
854,女,40代,1,570,0,3510,260,400,0,0,0,230,0,130,100,1780,250,300,6,6,177,NA,NA,NA,6,NA,309,118,25,295,171
855,男,70代以上,0,0,400,3220,240,0,0,0,0,0,300,580,300,1310,0,600,1,271,NA,NA,NA,NA,NA,242,1,230,1,NA,349
856,女,30代,0,0,0,920,450,0,0,0,0,100,270,330,120,100,0,0,147,147,NA,NA,NA,NA,199,199,364,147,199,NA,NA
857,男,20代,0,200,3870,4640,130,0,0,0,500,240,0,1400,0,2350,0,0,40,86,NA,NA,NA,265,86,NA,40,NA,40,NA,NA
858,男,60代,0,0,0,210,110,0,0,0,0,0,0,110,100,0,0,0,44,44,NA,NA,NA,NA,NA,NA,44,132,NA,NA,NA
859,女,60代,0,210,640,2190,240,0,0,0,0,250,300,110,0,800,0,600,1,86,NA,NA,NA,NA,86,173,320,NA,1,NA,163
860,男,60代,0,0,0,760,100,0,0,0,0,210,0,0,0,550,0,0,13,356,NA,NA,NA,NA,13,NA,NA,NA,13,NA,NA
861,女,20代,0,720,0,2810,0,0,0,0,0,200,360,120,120,1630,0,0,7,NA,NA,NA,NA,NA,7,123,351,77,39,NA,NA
862,男,30代,1,460,970,11000,480,0,0,3000,1000,350,620,550,100,4000,200,400,8,35,NA,NA,35,35,35,32,55,327,8,207,200
863,男,60代,1,0,0,180,0,0,0,0,0,0,180,0,0,0,0,0,86,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA
864,女,70代以上,0,400,0,960,280,0,0,0,0,120,0,530,0,150,0,0,42,42,NA,NA,NA,NA,234,NA,42,NA,42,NA,NA
865,女,10代以下,1,880,110,2830,130,0,0,0,0,250,650,200,120,600,0,600,8,331,NA,NA,NA,NA,21,305,11,120,8,NA,287
866,男,30代,0,0,0,6480,120,0,0,5000,0,240,200,240,0,300,0,500,65,177,NA,NA,149,NA,186,194,65,NA,157,NA,157
867,女,70代以上,0,300,0,1210,0,0,0,0,0,0,0,0,0,450,0,600,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,54
868,男,70代以上,1,0,0,3180,0,0,0,0,0,350,250,120,0,2300,0,0,32,NA,NA,NA,NA,NA,62,237,233,NA,32,NA,NA
869,男,70代以上,0,0,780,4840,250,0,0,0,0,130,730,800,220,2160,200,600,101,196,NA,NA,NA,NA,196,124,107,101,124,200,200
870,男,40代,0,0,0,1970,710,0,0,0,0,300,0,650,0,590,0,0,16,16,NA,NA,NA,NA,22,NA,64,NA,158,NA,NA
871,女,50代,0,300,220,4290,510,0,100,0,400,790,180,520,200,1570,0,0,58,58,NA,309,NA,347,58,283,262,127,58,NA,NA
872,男,30代,0,840,220,5720,720,1000,0,0,0,120,200,1310,320,2370,0,0,9,124,151,NA,NA,NA,124,30,33,9,29,NA,NA
873,男,30代,0,0,250,2150,380,0,0,0,0,720,200,320,0,820,0,90,22,22,NA,NA,NA,NA,22,260,58,NA,22,NA,362
874,男,40代,1,0,1380,6340,970,0,0,0,0,230,180,1190,580,2930,500,0,13,14,NA,NA,NA,NA,103,127,78,14,13,39,NA
875,男,50代,0,100,540,1400,130,0,0,0,0,250,120,0,0,940,0,90,131,264,NA,NA,NA,NA,131,222,NA,NA,138,NA,346
876,男,60代,1,130,270,3110,630,0,0,0,0,870,900,380,220,580,0,0,68,246,NA,NA,NA,NA,189,124,68,124,139,NA,NA
877,男,50代,0,0,310,6050,130,300,0,0,0,220,950,130,0,2160,450,1290,8,252,66,NA,NA,NA,87,134,252,NA,70,236,8
878,女,30代,0,0,0,1980,890,0,0,0,0,110,250,1010,460,150,0,0,4,49,NA,NA,NA,NA,4,13,41,66,66,NA,NA
879,男,20代,0,1340,0,4120,1260,0,0,0,800,440,540,1330,100,910,0,0,57,119,NA,NA,NA,306,117,142,213,127,57,NA,NA
880,男,60代,0,240,200,2630,250,0,0,0,0,700,120,540,820,360,0,90,21,45,NA,NA,NA,NA,21,163,240,45,79,NA,79
881,女,10代以下,0,0,870,2270,110,0,0,0,0,100,0,110,0,900,0,600,52,159,NA,NA,NA,NA,102,NA,159,NA,61,NA,198
882,男,60代,0,360,0,2530,630,0,0,0,0,630,200,850,0,200,360,0,13,20,NA,NA,NA,NA,84,228,13,NA,172,324,NA
883,男,20代,0,120,0,1490,0,0,0,0,0,700,130,120,0,380,0,0,3,NA,NA,NA,NA,NA,3,84,243,NA,243,NA,NA
884,女,60代,0,0,700,5080,880,0,0,0,400,590,0,1120,440,1370,0,900,4,4,NA,NA,NA,121,20,NA,34,4,5,NA,12
885,女,50代,1,210,0,6440,130,0,0,0,2000,210,260,470,0,2140,0,1100,5,229,NA,NA,NA,5,84,225,38,NA,84,NA,186
886,男,40代,0,0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,349,NA,NA,NA,NA,NA,349,NA,NA,NA,NA,NA,NA
887,女,30代,1,880,360,10330,1050,200,0,0,0,240,980,930,340,3620,250,3200,4,4,160,NA,NA,NA,110,160,4,92,15,177,85
888,男,50代,0,220,0,590,130,0,0,0,0,490,0,0,0,100,0,0,37,37,NA,NA,NA,NA,37,NA,NA,NA,307,NA,NA
889,男,30代,0,0,0,2870,240,0,0,0,600,250,0,250,0,1470,0,0,53,53,NA,NA,NA,350,245,NA,53,NA,251,NA,NA
891,女,40代,0,0,390,820,0,0,0,0,0,0,0,0,0,220,0,600,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,144
893,女,30代,0,350,260,4460,630,0,0,0,0,480,550,1440,340,930,0,600,25,25,NA,NA,NA,NA,244,264,25,32,61,NA,264
894,男,70代以上,0,590,0,6415,1530,0,55,0,0,1370,0,1070,120,3010,0,500,6,6,NA,57,NA,NA,12,NA,6,113,77,NA,141
895,男,60代,0,0,0,230,130,0,0,0,0,130,0,0,100,0,0,0,118,185,NA,NA,NA,NA,185,NA,NA,118,NA,NA,NA
896,男,20代,1,1160,500,3080,260,0,0,0,0,100,120,520,100,2040,200,0,112,358,NA,NA,NA,NA,275,215,112,327,112,223,NA
897,女,30代,0,50,650,650,0,0,50,0,0,0,0,0,0,0,0,0,44,NA,NA,312,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,男,70代以上,0,600,0,1940,0,0,0,0,800,0,0,880,0,260,0,0,126,NA,NA,NA,NA,201,NA,NA,126,NA,201,NA,NA
899,女,60代,0,570,0,3770,640,0,120,0,0,1230,300,600,600,380,0,300,4,39,NA,14,NA,NA,39,4,121,4,14,NA,328
900,女,70代以上,0,0,1420,8840,350,3000,0,0,0,230,150,350,0,4190,0,600,1,1,56,NA,NA,NA,203,91,1,NA,1,NA,283
901,男,20代,1,570,900,7370,580,0,0,0,500,920,200,1330,120,3390,0,0,8,8,NA,NA,NA,58,19,140,8,137,58,NA,NA
902,男,50代,0,0,0,860,380,0,0,0,0,260,0,120,0,480,0,0,34,34,NA,NA,NA,NA,34,NA,77,NA,77,NA,NA
903,男,60代,0,0,0,1480,360,0,0,0,0,0,0,760,0,120,0,600,48,363,NA,NA,NA,NA,NA,NA,48,NA,224,NA,175
904,女,70代以上,1,110,0,1200,250,0,0,0,0,100,0,250,100,630,0,0,31,167,NA,NA,NA,NA,84,NA,167,192,218,NA,NA
905,女,70代以上,1,320,430,6480,1750,0,0,0,0,2450,300,1390,100,1330,0,600,6,6,NA,NA,NA,NA,15,125,6,129,70,NA,364
906,男,50代,0,260,0,4700,240,0,0,0,200,700,620,400,220,1560,250,600,5,236,NA,NA,NA,120,5,41,41,143,139,248,132
907,男,60代,1,250,1160,6250,930,0,0,0,0,1510,390,880,200,2480,500,90,2,2,NA,NA,NA,NA,185,102,2,80,44,218,80
908,女,70代以上,0,0,220,5110,120,0,0,0,0,230,720,920,220,2070,0,500,20,272,NA,NA,NA,NA,119,185,115,82,20,NA,195
909,男,60代,0,120,520,1780,260,0,0,0,500,250,120,270,100,540,0,0,39,84,NA,NA,NA,84,151,84,39,106,39,NA,NA
910,男,10代以下,0,0,0,5570,1220,0,0,0,900,470,120,1330,100,1950,0,700,8,8,NA,NA,NA,90,8,132,47,340,8,NA,78
911,男,10代以下,0,800,0,4020,900,0,0,0,800,800,0,830,200,1260,0,0,17,17,NA,NA,NA,305,17,NA,44,87,17,NA,NA
